id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39558116,Enjoy the vibrant energy of our nation's capital!,72016948,Gregory,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91615,-77.01207,Entire home/apt,110,2,3,3/14/2020,0.2,1,0
39570942,Cozy and cute NE condo,10513195,,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91026,-76.98709,Private room,80,1,1,11/11/2019,0.06,1,87
39580466,"Quite, Safe, easy location, Basement Studio",5649901,Nick,,"Friendship Heights, American University Park, Tenleytown",38.95596,-77.07413,Entire home/apt,50,1,7,12/20/2019,0.39,1,0
39580690,World Series Weekend! One flat rate.,33037160,Robert,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8733,-77.01006,Entire home/apt,1500,3,0,,,1,89
39582949,"!Sunny, modern apartment in Uptown D.C",231470951,Elad,,"North Cleveland Park, Forest Hills, Van Ness",38.94629,-77.06517,Entire home/apt,110,3,0,,,1,0
39586238,Pristine Apartment with Luxury Bedding,37948935,Travis,,"Dupont Circle, Connecticut Avenue/K Street",38.91277,-77.03938,Entire home/apt,133,1,45,4/17/2021,2.53,1,43
39596942,Light-filled Loft in the Heart of Capitol Hill,58322310,Ariel,,"Capitol Hill, Lincoln Park",38.89064,-76.99805,Entire home/apt,100,1,3,12/7/2019,0.18,1,0
39604002,Studio Premier,304261532,Oakwood Suites & Studios,,"Dupont Circle, Connecticut Avenue/K Street",38.91077,-77.04268,Private room,205,1,12,4/11/2021,0.75,4,330
39604041,Studio Classic,304261532,Oakwood Suites & Studios,,"Dupont Circle, Connecticut Avenue/K Street",38.90908,-77.04321,Private room,180,1,5,4/11/2021,0.31,4,331
39604044,Suite Classic,304261532,Oakwood Suites & Studios,,"Dupont Circle, Connecticut Avenue/K Street",38.91076,-77.04315,Private room,190,1,19,4/4/2021,1.2,4,330
39604046,Suite Premier,304261532,Oakwood Suites & Studios,,"Dupont Circle, Connecticut Avenue/K Street",38.91049,-77.04334,Private room,260,1,5,1/2/2021,0.31,4,330
39606749,Urban Oasis: 3bd/2ba in quiet DC neighborhood,8093059,Benjamin,,"North Michigan Park, Michigan Park, University Heights",38.95,-76.98727,Entire home/apt,110,30,5,2/1/2021,0.31,3,73
39623738,Urban Views in the Heart of Woodley Park,294545484,June,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92791,-77.05297,Private room,50,30,0,,,71,0
39632112,Urban Haven (English Basement),153507025,Katherine,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87013,-76.98125,Entire home/apt,51,2,46,4/10/2021,2.54,1,55
39632568,Beautiful Guest Suite in a Modern Rowhouse,45764040,Nancy,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90536,-76.98621,Private room,75,2,11,3/11/2020,0.62,2,0
39642928,"Central DC ~ Sep Entrance, Parking, Walk 2 Metro",17633,Charlotte,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91507,-77.02672,Entire home/apt,129,3,5,4/4/2021,0.36,30,339
39648019,Gorgeous 1 BR in DC walk to metro- GREAT Amenities,204269893,Blen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95193,-77.0102,Entire home/apt,102,2,45,4/19/2021,2.65,2,79
39650278,PRO CLEANED!Curious Carriage House~WALK 2 Conv Ctr,46630199,Home Sweet City,,"Shaw, Logan Circle",38.9117,-77.02431,Entire home/apt,164,2,18,4/4/2021,1.02,55,120
39652312,Lovely Historic Townhouse,75039529,Yelena,,"West End, Foggy Bottom, GWU",38.9023,-77.05097,Entire home/apt,140,5,30,10/25/2020,1.69,1,111
39661513,Columbia Heights Historic Mauve Private Room/Bath,243658877,Larry,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93403,-77.02637,Private room,119,3,0,,,2,2
39661872,Columbia Heights Historic Lovely Blue Private Rm/B,243658877,Larry,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93539,-77.02858,Private room,119,2,1,1/10/2020,0.06,2,365
39673863,Living Room Also lot's of Picture's of the Hostel,121773700,Ronald,,"Takoma, Brightwood, Manor Park",38.97573,-77.01673,Shared room,28,1,0,,,2,0
39688597,"Hamilton Hotel Washington D.C., Classic Queen",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90296,-77.03153,Private room,140,1,0,,,11,72
39688649,"Hamilton Hotel Washington D.C., Classic King",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90333,-77.03248,Private room,140,1,0,,,11,38
39689088,"Hamilton Hotel Washington DC, Classic Two Doubles",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90355,-77.03252,Private room,150,1,1,2/9/2020,0.07,11,10
39689129,"Hamilton Hotel Washington D.C.,  Park View King",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.902,-77.03095,Private room,165,1,0,,,11,0
39689290,"Hamilton Hotel Washington DC, Park View Two Double",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90384,-77.03125,Private room,155,1,0,,,11,40
39689436,"Hamilton Hotel Washington D.C., Studio King",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90385,-77.03253,Private room,154,1,0,,,11,38
39689463,"Hamilton Hotel Washington D.C., Executive King",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90213,-77.03062,Private room,160,1,0,,,11,0
39689576,"Hamilton Hotel Washington DC, Executive Two Double",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90396,-77.03121,Private room,160,1,0,,,11,46
39689578,"Hamilton Hotel Washington D.C., Diplomat Suite",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90235,-77.03225,Private room,290,1,0,,,11,40
39689581,"Hamilton Hotel Washington DC, Alexander Executive",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90198,-77.03199,Private room,340,1,0,,,11,49
39689584,"Hamilton Hotel Washington D.C., Veep Suite",304266811,Hamilton Hotel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90252,-77.0326,Private room,440,1,0,,,11,51
39704574,The Little Room.,299941411,Freddy,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92894,-77.02981,Private room,49,1,13,1/22/2021,0.74,2,365
39714576,Capitol Hill Living with Fully-Funished Rooms,294545484,June,,"Capitol Hill, Lincoln Park",38.88001,-76.99405,Private room,50,30,0,,,71,355
39719110,Prime Location Standard Queen,299341886,Beacon Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.90792,-77.03782,Private room,84,1,5,2/17/2020,0.31,7,209
39719396,Prime Location Deluxe King,299341886,Beacon Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.9068,-77.03919,Private room,100,1,4,2/15/2020,0.25,7,214
39719491,Prime Location Deluxe Double Double,299341886,Beacon Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.90617,-77.0376,Private room,100,1,1,12/31/2019,0.06,7,214
39719552,Prime Location Deluxe Double with Sofa Bed,299341886,Beacon Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.90608,-77.03735,Private room,104,1,0,,,7,214
39719609,Prime Location Executive King,299341886,Beacon Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.90603,-77.03867,Private room,108,1,2,1/16/2020,0.13,7,214
39719880,One Bedroom Suite with Full Kitchen,299341886,Beacon Hotel,,"Dupont Circle, Connecticut Avenue/K Street",38.90817,-77.03708,Private room,164,1,0,,,7,214
39724534,Little Oasis in the middle of the nation's capital,8096073,Woong,,"North Michigan Park, Michigan Park, University Heights",38.94665,-76.98906,Entire home/apt,59,1,98,4/11/2021,5.52,1,69
39726649,Eastern Market/Capitol Hill Apartment w/ parking,11158634,Thomas,,"Capitol Hill, Lincoln Park",38.88516,-76.9856,Entire home/apt,150,1,161,4/18/2021,9.55,2,229
39744918,Charming Studio - Downtown DC | Parking Included|,196595812,Patrick,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9051,-77.02682,Entire home/apt,85,1,60,4/4/2021,3.38,3,56
39748544,Convenient DC Bd/Bth Rental (free parking!),13328057,Christine,,"Woodridge, Fort Lincoln, Gateway",38.92525,-76.96005,Private room,85,1,16,1/7/2021,0.9,1,179
39752076,"𓃡Pets𓃠Welcome★DupontCircle★40""RokuTV★WalkScore98",487806,Stay BnB DC,,"Dupont Circle, Connecticut Avenue/K Street",38.91325,-77.04338,Entire home/apt,140,1,35,4/15/2021,2.03,31,0
39755135,Room in Capitol Hill 2BD across from metro,303101466,,,"Capitol Hill, Lincoln Park",38.88594,-76.9786,Private room,32,14,0,,,3,109
39774924,"Sleek, Modern Den",24015492,Silas,,"River Terrace, Benning, Greenway, Dupont Park",38.86949,-76.94014,Private room,28,1,2,2/2/2020,0.13,2,0
39775638,Beautifully Modern DC Home,24015492,Silas,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86812,-76.9417,Entire home/apt,70,1,2,5/3/2020,0.16,2,0
39783036,Trendy 1BDRM Washington Condo with Gym,304729379,Holden,,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00152,Entire home/apt,135,2,7,12/9/2019,0.39,3,0
39795236,Sunny 3 bedroom close to Union Station and H st,15806009,Tim,,"Union Station, Stanton Park, Kingman Park",38.89727,-76.99479,Entire home/apt,177,2,22,2/22/2021,1.28,1,19
39796023,"Club Quarters Hotel Washington, D.C., Standard",268408399,Club Quarters White House,,"Dupont Circle, Connecticut Avenue/K Street",38.90106,-77.03922,Private room,104,1,1,2/8/2021,0.41,1,59
39798533,"SUNNY, SERENE & CENTRALLY-Located STUDIO ☑PRIVACY ☑COMFORT ☑5-STARS",306013328,Alex,,"Brightwood Park, Crestwood, Petworth",38.93947,-77.04071,Entire home/apt,104,1,21,8/20/2020,1.18,1,0
39799024,"Swann House Dupont Circle Inn, Serengeti Suite",305689325,Swann House,,"Dupont Circle, Connecticut Avenue/K Street",38.9135,-77.03976,Private room,358,5,0,,,3,115
39799569,"Bright, Artistic Apartment in Heart of DC",8926988,Oscar,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95793,-77.07035,Entire home/apt,85,4,0,,,2,0
39809606,"Sanitized Two-Bedroom Oasis with Own Entrance,Deck",3781807,Katherine,,"North Cleveland Park, Forest Hills, Van Ness",38.94902,-77.06027,Entire home/apt,160,21,2,2/6/2020,0.14,3,269
39809926,Spacious Two Bedroom in Historic Capitol Hill,306131660,Sarah,,"Capitol Hill, Lincoln Park",38.88799,-76.99838,Entire home/apt,285,3,7,3/11/2020,0.4,1,47
39814397,"*THEE ROSE GARDEN* NAT Mall,CAP HILL, H st,  A",49388715,Glenn,,"Union Station, Stanton Park, Kingman Park",38.90198,-76.98986,Entire home/apt,135,1,154,4/4/2021,8.87,4,364
39814746,"*THE DISTRICT EXPLORER* NAT MALL,CAP HILL, Hst,  B",49388715,Glenn,,"Union Station, Stanton Park, Kingman Park",38.90163,-76.9878,Entire home/apt,144,1,123,4/11/2021,7.1,4,365
39836531,"Michael & Robert's B&B - Langdon, Washington, DC",306512018,Michael And Robert,,"Brookland, Brentwood, Langdon",38.92209,-76.9754,Private room,72,2,27,4/18/2021,1.54,1,88
39838719,First floor private room walking distance metro,31251734,Rosalynn,,"North Michigan Park, Michigan Park, University Heights",38.94662,-76.99974,Private room,40,30,0,,,4,0
39860655,"Lux Foggy Bottom Studio w/ Doorman, Gym, near Metro & IMF by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90143,-77.05279,Entire home/apt,117,30,0,,,130,265
39870792,"Fantastic Capitol Hill, DC, Studio, .5 mi to Metro",48005494,Zeus,,"Capitol Hill, Lincoln Park",38.88875,-77.00287,Entire home/apt,125,30,2,10/7/2020,0.24,203,305
39870797,Pet-friendly 2BR in Capitol Hill DC .5 mi to Metro,48005494,Zeus,,"Capitol Hill, Lincoln Park",38.88886,-77.00075,Entire home/apt,176,30,0,,,203,325
39870807,"Lovely Capitol Hill Studio in DC, .5 mi to Metro",48005494,Zeus,,"Capitol Hill, Lincoln Park",38.89023,-77.0024,Entire home/apt,117,30,1,8/8/2020,0.12,203,322
39870809,"Lovely 1BR in Capitol Hill, DC, .5 mi to Metro",48005494,Zeus,,"Capitol Hill, Lincoln Park",38.88894,-77.00289,Entire home/apt,119,30,1,11/3/2020,0.18,203,1
39882677,Location and Character - 14th & U St 1 bed/1 bath,307129863,Katie And Renzo,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92386,-77.02784,Entire home/apt,75,2,23,1/12/2021,1.68,1,0
39889003,Harry & Zar's Guesthouse on Capitol Hill,8314041,Raiford,,"Capitol Hill, Lincoln Park",38.87982,-76.99205,Private room,200,2,0,,,1,365
39900735,1 Month Minimum Stays on Capitol Hill near Metro,69203193,Leyla & Matt,,"Union Station, Stanton Park, Kingman Park",38.89483,-76.9973,Entire home/apt,70,30,3,6/29/2020,0.19,27,280
39907989,"Cosy Foggy Bottom Studio w/ Gym, Doorman, near Metro, by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90143,-77.05279,Entire home/apt,111,30,0,,,130,318
39918655,Charming Renovated Capital Hill Row Home,42598043,Justin,,"Capitol Hill, Lincoln Park",38.88187,-77.00144,Entire home/apt,245,7,34,1/7/2021,1.98,3,0
39944475,Your home away from home.,136202611,Iris,,"Mayfair, Hillbrook, Mahaning Heights",38.89361,-76.93436,Entire home/apt,225,5,0,,,1,180
39963372,Beautiful One-Bedroom Apt. 3 min From Capitol!!!,30078352,David,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90171,-77.01096,Entire home/apt,200,7,5,4/20/2020,0.29,1,173
39963605,"Beautiful room w/ King bed, 10 min to Capitol",69033883,Lindsey,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86538,-76.97015,Private room,25,1,114,4/11/2021,6.65,2,0
39988758,Lillypond Home NE dc - Metro accessible.,191068763,Daro,,"Eastland Gardens, Kenilworth",38.90765,-76.9407,Private room,75,1,0,,,1,90
39990535,Master Bedroom in West End Townhouse,50147669,Jake,,"Dupont Circle, Connecticut Avenue/K Street",38.90906,-77.04846,Private room,45,14,0,,,1,71
39993010,1 BR in heart of SW DC steps from District Wharf,214689674,Devon,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87559,-77.01964,Entire home/apt,159,2,1,11/30/2019,0.06,1,0
40003333,Perfect DC stay with parking! Sanitized 100%,130517319,Corbin,,"Union Station, Stanton Park, Kingman Park",38.89401,-76.98009,Entire home/apt,76,3,117,4/9/2021,6.95,1,39
40032606,Alice in Wonderland,45446923,Brooke,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89846,-76.91737,Private room,80,1,0,,,1,0
40037531,"2 Bed, 2 Bath Wharf & Navy Yard Apartment",308748509,Brandon,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87782,-77.0157,Entire home/apt,200,3,1,1/27/2020,0.07,1,1
40058973,"𓃡Pets𓃠Welcome★Capitol Hill★40""RokuTV★Walkscore97",487806,Stay BnB DC,,"Union Station, Stanton Park, Kingman Park",38.89602,-76.99693,Entire home/apt,91,1,24,4/16/2021,1.47,31,78
40061710,"Charming 2BR in DC, Furnished + Pet-Friendly",48005494,Zeus,,"Shaw, Logan Circle",38.90803,-77.02365,Entire home/apt,214,30,1,2/1/2021,0.38,203,0
40064739,"Hidden Jewel in Washington, DC!",33063976,Montre,,"Mayfair, Hillbrook, Mahaning Heights",38.89884,-76.95238,Private room,42,1,5,11/7/2020,0.3,1,183
40107242,Spacious DC Townhouse w/Metro Acc + Free Parking!,3235276,Demelza,,"Congress Heights, Bellevue, Washington Highlands",38.84121,-76.98869,Entire home/apt,137,2,6,1/5/2020,0.35,1,72
40118352,Luxury High-Rise 1-BR in Navy Yard! Prime Location,65491430,Charles,,"Near Southeast, Navy Yard",38.87659,-77.0036,Entire home/apt,125,2,0,,,1,0
40129449,"Luxury winter stay, in heart of DC",23241415,Avner,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92684,-76.99483,Private room,43,75,0,,,2,173
40137146,Home School Here | 3BR | Fast Wifi,309751108,,,"Takoma, Brightwood, Manor Park",38.9553,-77.00845,Entire home/apt,230,2,15,2/4/2021,0.98,3,325
40141571,Mobile Home Micro Studio Apt.,19131071,Lily,,"Capitol Hill, Lincoln Park",38.88037,-76.98214,Entire home/apt,75,7,0,,,25,358
40152598,"Inviting, modern K Street studio near H Street NE",309954138,Scott,,"Union Station, Stanton Park, Kingman Park",38.90345,-76.99647,Entire home/apt,90,3,14,1/5/2021,0.85,1,83
40160080,Walk to Downtown - in Heart of Shaw ✿ O Street Inn,119489123,Charlet,,"Shaw, Logan Circle",38.90936,-77.02452,Entire home/apt,539,3,38,4/11/2021,2.68,1,0
40162430,"Studio in Dupont, the best location of DC",310084801,Nicolas,,"Dupont Circle, Connecticut Avenue/K Street",38.9123,-77.03758,Entire home/apt,75,2,1,12/27/2019,0.06,1,0
40167882,Newly Renovated Home Away From Home in DC,38387831,Brenda,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86847,-76.98236,Entire home/apt,100,1,1,11/30/2019,0.06,8,0
40171111,U Street! ConventionCenter. Location! Metro &Parkg,289209647,Kara,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91419,-77.01884,Entire home/apt,180,2,1,1/20/2020,0.07,1,0
40171821,Perfect In-law Suite for local DC living,117435224,Erin,,"Takoma, Brightwood, Manor Park",38.96459,-77.02567,Entire home/apt,73,3,20,4/4/2021,1.19,1,40
40181171,Mt Pleasant/Columbia Heights Rowhouse - w/parking!,78716128,Ashley,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93556,-77.03738,Entire home/apt,150,3,12,4/11/2021,0.71,1,15
40182964,Cozy private basement with 2BR and free parking,310326096,Rediet,,"Takoma, Brightwood, Manor Park",38.95682,-77.01427,Entire home/apt,85,3,7,1/3/2021,0.44,1,294
40183958,Spacious & Luxurious Penthouse @ Logan Circle/U St,78577135,Marco,,"Shaw, Logan Circle",38.91187,-77.02807,Private room,130,1,7,11/15/2020,0.51,4,170
40195165,"Quiet, Hip DC Escape on the Best Block in Shaw",17594289,Matthew,,"Shaw, Logan Circle",38.91149,-77.02341,Entire home/apt,134,2,33,4/17/2021,2.15,1,72
40212701,Cozy studio in unbeatable location,134197814,Mª Angeles,,"Dupont Circle, Connecticut Avenue/K Street",38.91338,-77.03488,Entire home/apt,70,18,1,11/24/2019,0.06,1,0
40224977,"Bright, Spacious Two-Bedroom Guest Suite",166450,Shilpi,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91387,-77.01554,Entire home/apt,150,1,7,8/9/2020,0.46,1,0
40234626,Newly Renovated Home Away from Home #1,38387831,Brenda,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86827,-76.98204,Private room,40,1,0,,,8,0
40234923,Newly Renovated Home Away from Home #2,38387831,Brenda,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87008,-76.98263,Private room,40,1,17,3/14/2020,1.03,8,0
40235096,Newly Renovated Home Away From Home #3,38387831,Brenda,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86861,-76.98257,Private room,40,1,16,3/14/2020,0.96,8,0
40235472,Newly Renovated Single Bedroom,16897313,Charlie & Christian,,"Brookland, Brentwood, Langdon",38.92611,-76.9878,Entire home/apt,99,2,28,4/12/2021,1.86,3,83
40238908,FULLY-EQUIPPED PRIVATE STUDIO ✤ BLAGDEN ALLEY,310775482,LaJuan,,"Shaw, Logan Circle",38.90615,-77.02574,Entire home/apt,81,1,70,4/13/2021,4.17,1,3
40240902,"Cozy /spaceous,private  basement",50533340,Vanda Marcia,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94242,-77.00271,Private room,60,1,63,3/11/2021,3.67,4,72
40273617,"Hip Foggy Bottom Studio w/ Gym, Doorman, Rooftop, nr. IMF, by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.89706,-77.04579,Entire home/apt,110,30,0,,,130,263
40276068,Exposed Brick Room with Office in Woodley Park,294545484,June,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92683,-77.05271,Private room,51,30,0,,,71,355
40276741,Furnished Room in Convenient Bloomingdale Location,294545484,June,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91938,-77.00893,Private room,49,30,0,,,71,1
40277615,Trendy Union Market Apartment with Roofdeck,22731277,Mark,,"Union Station, Stanton Park, Kingman Park",38.90531,-77.0002,Entire home/apt,320,1,0,,,5,30
40279351,☀OUTDOOR SPACE☀Georgetown★Patio★RokuTV★Walkscore98,487806,Stay BnB DC,,"Georgetown, Burleith/Hillandale",38.91152,-77.06614,Entire home/apt,146,1,34,4/11/2021,2.04,31,173
40280711,1-bedroom basement Apartment in NE Washington DC.,229550250,Fiker,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95522,-76.99481,Entire home/apt,56,1,105,3/21/2021,6.15,1,73
40302711,Fully renovated one bed room apart at the Claridge,311358645,Emmanuel,,"West End, Foggy Bottom, GWU",38.90169,-77.05244,Entire home/apt,60,7,0,,,1,1
40303292,1BR + den in Capitol Hill with outdoor space,2880559,Faraji,,"Union Station, Stanton Park, Kingman Park",38.89645,-76.98508,Entire home/apt,75,3,32,3/1/2021,1.89,1,0
40305227,"Lux Penn Quarter 1BR w/ Gym, Pool, Doorman, nr. Metro, by Blueground",107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89552,-77.02276,Entire home/apt,151,30,1,5/30/2020,0.09,130,230
40305249,"Mod Foggy Bottom Studio w/ Gym, Lounge, Rooftop, nr. IMF, by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.89706,-77.04579,Entire home/apt,110,30,0,,,130,293
40311897,"Spotless H St Apt ★ Perfect for Business, Touring.",80691747,Margo,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90284,-76.9838,Entire home/apt,120,4,6,10/17/2020,0.41,1,109
40330483,"Luxurious & Private, Nature-Inspired Urban Retreat",67598466,Eddie,,"Union Station, Stanton Park, Kingman Park",38.89894,-76.99285,Entire home/apt,90,2,27,4/11/2021,1.64,1,96
40340611,Stylish 1BR in Historic Crestwood,4678658,Peter,,"Brightwood Park, Crestwood, Petworth",38.94129,-77.04126,Entire home/apt,58,5,5,4/1/2020,0.3,1,4
40341225,"Curated Two Story, Two Bedroom Row House",32935630,Lauren,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92354,-77.00366,Entire home/apt,469,2,8,3/13/2020,0.52,3,108
40341398,Serene One Bedroom with laundry,32935630,Lauren,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92136,-77.00359,Entire home/apt,88,2,2,2/17/2020,0.13,3,77
40342072,Cozy Comfortable Basement/Patio Deck,205497174,Leron,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9015,-76.92783,Entire home/apt,53,1,38,4/9/2021,4.49,1,81
40344545,Cozy Vacation house near downtown DC,139824107,Tad,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90024,-76.97537,Entire home/apt,109,3,10,1/9/2021,0.6,4,322
40347895,Luxury & Convenience: CapHill Gem @ Eastern Market,11309130,Michael,,"Union Station, Stanton Park, Kingman Park",38.89335,-76.994,Entire home/apt,238,4,31,1/11/2021,1.93,10,322
40348377,"Spacious Home Away from Home in Capitol Hill, DC",64738114,Maryann,,"Capitol Hill, Lincoln Park",38.88249,-76.99827,Entire home/apt,150,4,10,4/4/2020,0.62,1,0
40352523,PRO-Sanitized Inner City Gem w/Kitchen & Parking,80859914,Raeynette,,"Woodridge, Fort Lincoln, Gateway",38.92573,-76.96546,Entire home/apt,90,2,42,3/21/2021,2.47,1,70
40373899,Adams Morgan/U St. - 1 Month Minimum Stay,69203193,Leyla & Matt,,"Dupont Circle, Connecticut Avenue/K Street",38.91759,-77.03644,Entire home/apt,75,30,3,1/3/2021,0.23,27,1
40374732,DC Apt: Walk to Metro Station & Convention Center!,122382567,Evolve Vacation Rental,,"Shaw, Logan Circle",38.91105,-77.02125,Entire home/apt,162,2,1,8/30/2020,0.13,11,110
40392019,Cozy Brookland Gem in Awesome Neighborhood,35779266,Jalaal,,"Brookland, Brentwood, Langdon",38.92751,-76.98716,Entire home/apt,79,1,43,4/11/2021,2.57,1,19
40392176,West End 1-bedroom apartment near DuPont Circle,37973067,Miguel,,"West End, Foggy Bottom, GWU",38.90676,-77.04871,Entire home/apt,200,1,0,,,1,0
40394019,Beautifully Restored Federal Home on Capitol Hill,4975305,Casey,,"Union Station, Stanton Park, Kingman Park",38.89603,-76.98923,Entire home/apt,349,3,1,11/26/2020,0.21,1,0
40404106,Warm & Friendly Oasis in the Heart of the City,51656031,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9125,-77.00778,Private room,40,1,18,3/16/2020,1.08,1,17
40415504,"Delightful 2BR in Washington DC, Pet-Friendly",48005494,Zeus,,"Shaw, Logan Circle",38.91361,-77.03228,Entire home/apt,203,30,1,2/25/2021,0.53,203,2
40415566,"Beautiful 2BR in Washington DC, Pet-Friendly",48005494,Zeus,,"Shaw, Logan Circle",38.91364,-77.03077,Entire home/apt,221,30,1,1/24/2021,0.34,203,336
40424768,Affordable and Convenient Townhouse in D.C.,312608571,Julie,,Historic Anacostia,38.86302,-76.98028,Entire home/apt,199,1,7,12/20/2020,0.42,4,85
40427918,CannaCapeCod! (Double Full Master Suite),218244999,Nicole,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89315,-76.93006,Private room,420,1,1,8/26/2020,0.13,2,55
40428080,2BR Basement Apt| Pet Friendly| Parkin| Ft Totten,309751108,,,"Takoma, Brightwood, Manor Park",38.95672,-77.00865,Entire home/apt,152,2,21,3/21/2021,1.3,3,351
40431665,Stylish 1 br Mt Pleasant English basement.,160559267,Craig,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.03699,Entire home/apt,81,2,25,4/6/2021,1.54,2,349
40439456,Steps from Washington Nationals Stadium.,310032183,Vincent,,"Near Southeast, Navy Yard",38.87888,-77.00813,Entire home/apt,75,2,17,3/14/2020,1.01,1,335
40464508,"Beautiful DC Apt, near Shaw metro, Bloomingdale",6355123,Eric,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91417,-77.01311,Entire home/apt,83,1,14,4/11/2021,1.05,1,234
40466225,Cozy Bedroom in Modern Townhouse,312608571,Julie,,Historic Anacostia,38.86082,-76.98079,Private room,28,1,29,3/19/2021,1.75,4,85
40466314,Comfortable Bedroom in Renovated Townhouse,312608571,Julie,,Historic Anacostia,38.86239,-76.9825,Private room,33,1,18,10/17/2020,1.06,4,86
